customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback
2532,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,71.0,672.55,1,i have been a customer with this company for 9 months now and unfortunately i have decided to churn while the fiber optic internet service was fast and reliable i found the monthly charges of 71 0 to be a bit high for the value i was receiving additionally i had issues with the electronic check payment method as it was not always processed smoothly overall i believe there are better options available for internet service providers
5353,0,0,0,0,16,1,0,1,0,2,2,0,0,2,0,1,1,93.2,1573.7,1,i am a former customer of this company and i had been with them for 16 months on a month to month contract i was paying 93 2 per month for their fiber optic internet service i had set up automatic payments using my credit card unfortunately i ultimately decided to churn and switch to a different provider while the internet service itself was reliable and fast i found that their customer service was lacking i experienced several billing issues and found it difficult to get in touch with a representative to resolve them additionally i felt that the price i was paying was too high compared to other options available in the market overall i would recommend this company for their quality internet service but i would caution potential customers to be aware of
4745,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,0,20.95,1270.55,0,i have been a customer with this company for 5 years now and i have been very satisfied with the service the automatic bank transfer payment method is convenient and hassle free the monthly charges are very reasonable at 20 95 for a two year contract although i do not have internet service with this company i have not experienced any issues with the other services i have overall i would highly recommend this company to others
6290,0,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,109.2,7711.45,0,i have been a loyal customer of this internet service provider for 6 years now and i have been extremely satisfied with the fiber optic internet service the speeds are consistently fast and reliable allowing me to stream work and connect with ease the automatic bank transfer payment method makes it convenient for me to pay my monthly charges without having to worry about missing a payment overall i have had a great experience with this company and would highly recommend their services to others
3459,1,0,1,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.35,126.05,1,i recently had to cancel my service with this company after being a customer for 5 months i was on a month to month contract and unfortunately had to churn due to the lack of internet service in my area the monthly charges were reasonable at 19 35 but not being able to access the internet was a major inconvenience i also found it frustrating that the only payment method available was mailing a check overall i was disappointed with my experience and would have appreciated more flexibility in payment options and better communication about service availability in my area
73,0,1,0,0,26,1,0,1,2,0,0,0,2,0,0,1,1,85.8,2193.65,0,i have been a customer with this company for 26 months now and have been extremely satisfied with their fiber optic internet service the monthly charges of 85 8 are fair for the quality of service i receive the automatic credit card payment method makes the billing process hassle free i have had no issues with the service and have not experienced any churn i would highly recommend this company to others looking for reliable internet service
4818,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,64.55,1,i recently decided to cancel my service with this company after only 3 months of being a customer i was on a month to month contract with monthly charges of 19 85 which i found to be reasonable however i was disappointed to find out that internet service was not included in this plan additionally i had to pay using a mailed check which was not very convenient for me overall i was not satisfied with the level of service provided and decided to move on to a different provider
2703,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,2,19.65,31.2,0,i have been a customer with this company for 2 months now and i must say i am quite satisfied with the service the monthly charges are very affordable at 19 65 and the ease of payment with electronic check is convenient for me even though i do not have internet service with them i have had no issues with the service overall i am happy with my experience and would recommend this company to others
4144,0,0,0,1,2,1,0,2,1,1,1,1,1,1,1,0,0,20.5,38.25,0,i have been with this service provider for 2 months now and i am satisfied with the quality of service the automatic bank transfer payment method is convenient for me and i appreciate the affordable monthly charges of 20 5 however i do wish they offered internet service as well overall i am happy with my experience so far and have no plans to churn
495,0,0,0,0,36,1,2,0,2,0,2,2,2,2,1,1,1,89.65,3348.1,0,i have been a loyal customer with this company for 3 years now and have had no issues with churning the monthly charges of 89 65 for dsl internet service are reasonable and the automatic credit card payment method makes it convenient for me to pay my bills on time i appreciate the consistent service and will continue to renew my contract with them
3036,1,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,3,74.35,533.6,0,i have been a customer with this company for 7 months now and i am extremely satisfied with the fiber optic internet service they provide the speeds are consistently fast and reliable i appreciate the month to month contract option as it gives me flexibility the monthly charge of 74 35 is reasonable for the quality of service i receive i prefer to pay by mailed check and have had no issues with the billing process overall i am happy with my experience and have no intention of churning
6361,0,1,1,0,60,0,1,0,0,2,0,0,2,2,2,1,1,49.45,2907.55,0,i have been a customer with this company for 5 years now and i have been very happy with the service the dsl internet service has been reliable and the monthly charges of 49 45 are reasonable i appreciate the convenience of the automatic credit card payment method overall i have had no issues with the service and have no plans to churn highly recommend this company to others looking for reliable internet service
2398,0,0,1,0,19,1,2,1,0,2,0,0,0,2,0,1,2,89.1,1620.8,0,i have been a customer with this company for almost 2 years now and i am very satisfied with the service the fiber optic internet is fast and reliable and i have had no issues with connectivity the monthly charges are reasonable at 89 1 and i appreciate the convenience of paying with electronic check overall i have no complaints and would recommend this service to others
5524,1,1,1,0,45,1,2,0,2,0,2,2,0,2,2,0,1,75.15,3480.35,0,i have been a customer with this company for 45 months now and overall i am satisfied with the service the monthly charges of 75 15 for dsl internet seem reasonable to me i appreciate the convenience of the automatic credit card payment method i have not experienced any issues with the service or billing so i have not had any reason to consider churning to a different provider overall i would recommend this company to others looking for reliable internet service
441,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.65,293.85,0,i have been a customer with this company for 4 months now and i am extremely satisfied with the service the fiber optic internet is lightning fast and reliable making it worth the 70 65 monthly charge i appreciate the convenience of the month to month contract and the ease of payment through electronic check i have had no issues with the service and have no plans to churn highly recommend this company for anyone looking for high quality internet service
2856,0,0,1,1,31,1,2,1,0,0,2,2,2,2,0,1,2,104.2,3243.45,1,i was a loyal customer with this company for over 2 and a half years but unfortunately i had to churn due to personal reasons the fiber optic internet service was reliable and fast which was great for streaming and gaming however the monthly charges of 104 2 were a bit high for my budget i appreciated the convenience of paying with electronic check overall i had a positive experience with the service but i had to cancel due to financial constraints
2200,1,0,1,1,47,1,0,1,2,0,2,0,0,2,0,0,2,90.05,4137.2,0,i have been a customer with this company for almost four years now and i have been really satisfied with their service the fiber optic internet is fast and reliable and i have never experienced any major issues with my connection the monthly charges are reasonable for the quality of service i receive i appreciate the convenience of being able to pay with electronic check overall i have no complaints and would definitely recommend this company to others
1984,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.25,79.25,1,i recently signed up for fiber optic internet service with this company on a month to month contract however after just one month of service i decided to cancel due to some issues with the reliability of the connection despite the fast speeds advertised i experienced frequent outages and slow performance the monthly charges of 79 25 were reasonable but i expected better service for the price i also had some issues with the payment method using electronic check as it seemed to take longer to process than expected overall i was disappointed with the service and decided to switch to a different provider
3420,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.9,44.9,1,i recently signed up for dsl internet service with this company on a month to month contract unfortunately after just one month i decided to cancel due to slow and unreliable internet speeds the monthly charges of 44 90 were reasonable but the service did not meet my expectations i appreciated the convenience of automatic bank transfers for payment but ultimately i was not satisfied with the overall service and decided to switch to a different provider
1511,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.4,19.4,0,i have been a customer with this company for 1 month now and i am satisfied with the service so far the automatic credit card payment method makes it convenient for me to pay my monthly charges of 19 4 however i do not use the internet service provided by the company so i cannot comment on that aspect overall i have had no issues with the service and have not experienced any reason to consider churning
1131,0,1,1,1,59,1,2,1,0,0,2,0,0,2,0,1,1,88.75,5348.65,0,i have been a customer with this company for almost five years now and have been very satisfied with the service the fiber optic internet is fast and reliable and i have had no issues with connectivity the automatic credit card payment makes it easy to manage my bills each month the monthly charge of 88 75 is reasonable for the quality of service provided overall i have no complaints and would highly recommend this company to others
4529,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.1,659.65,1,i recently switched to a new internet service provider after being with this company for 10 months i was on a month to month contract with monthly charges of 70 1 paid through electronic check while the fiber optic internet service was fast and reliable i ultimately decided to churn due to better offers from competitors i appreciate the service provided during my time with this company but the cost savings and additional benefits offered by other providers ultimately led me to make the switch thank you for your service
1634,1,1,0,0,35,1,2,1,2,0,0,0,0,2,0,0,1,91.0,3180.5,0,i have been a customer with this company for 35 months now and i have been extremely satisfied with their fiber optic internet service the speeds are consistently fast and reliable and i have never experienced any downtime the automatic credit card payment method makes it convenient for me to pay my monthly bill without having to worry about missing a payment the monthly charges of 91 0 are reasonable for the quality of service that i receive overall i have had a great experience with this company and i have no plans to churn in the near future
6110,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.65,118.5,1,i recently cancelled my dsl internet service after just 4 months of being a customer i found the service to be unreliable at times with slow speeds and frequent outages the monthly charges were reasonable at 29 65 but i expected better performance for the price i also had issues with the payment method as the electronic check payment option was not always convenient for me overall i was not satisfied with the service and decided to switch to a different provider
3059,1,0,1,1,32,1,0,1,2,2,0,0,0,2,1,1,2,90.8,3023.85,0,i have been a customer with this company for 32 months now and i have been extremely satisfied with the service the fiber optic internet service has been reliable and fast allowing me to work from home without any interruptions the monthly charges of 90 8 are reasonable for the quality of service i receive i appreciate being able to pay with electronic check as it is convenient and hassle free overall i have had a positive experience with this company and have no plans to churn in the near future
319,1,0,0,0,43,1,2,1,0,2,0,0,0,0,0,1,2,77.85,3365.85,1,i had been a customer with this company for 43 months on a month to month contract with fiber optic internet service i was satisfied with the service and the speed of the internet however i decided to cancel my subscription due to personal reasons the monthly charges of 77 85 were reasonable for the quality of service provided i appreciated being able to pay with an electronic check as it was convenient and hassle free overall i had a positive experience with this company and would recommend their services to others
866,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,54.3,195.3,1,i recently canceled my dsl internet service after 4 months of being a customer the 54 3 monthly charges were reasonable but i ultimately decided to switch to a different provider for better speeds and reliability the electronic check payment method was convenient and hassle free overall i was satisfied with the service during my time as a customer
2608,0,1,1,0,54,1,0,2,1,1,1,1,1,1,2,1,3,18.95,1031.1,0,i have been a customer with this company for 54 months now and i have been very pleased with the service despite not having internet service the monthly charges are very reasonable at 18 95 i appreciate the option to pay by mailed check as it is convenient for me overall i have had no issues with this company and have no plans to leave
4483,0,1,0,0,11,1,2,1,0,0,0,0,2,2,0,1,0,95.15,997.65,1,i have been a customer with this fiber optic internet service provider for 11 months on a month to month contract with automatic bank transfer payments however i have decided to churn due to the high monthly charges of 95 15 while the internet service itself was reliable and fast i felt that the cost was not justified compared to other providers in the market i would recommend this service to others who prioritize speed and reliability over cost but for me personally i needed a more budget friendly option
114,0,1,0,0,66,1,2,1,2,0,0,0,2,2,2,1,0,102.4,6471.85,0,i have been a loyal customer of this company for over five years now and i have been extremely satisfied with the service the fiber optic internet service is fast and reliable and i have never experienced any downtime the automatic bank transfer payment method is convenient and hassle free the monthly charges are reasonable at 102 4 considering the quality of service provided overall i have no complaints and would highly recommend this company to others
3486,1,0,1,1,61,1,2,1,0,0,2,0,2,2,1,1,2,99.9,6241.35,0,i have been a customer with this company for over 5 years now and i am extremely satisfied with their service the fiber optic internet has been reliable and fast and i have never experienced any disruptions in my connection the monthly charges are reasonable for the quality of service i receive i appreciate the convenience of paying with electronic check overall i have no complaints and would highly recommend this company to others
2028,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,88.7,6501.35,0,i have been a customer with this internet service provider for 6 years now and have been satisfied with the service overall the monthly charges are reasonable at 88 7 and the automatic credit card payment method is convenient the dsl internet service has been reliable for my needs and i have not experienced any issues with connectivity i appreciate the two year contract option as it provides stability and predictability in billing overall i am happy with my experience and have no plans to churn in the near future
4959,1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,54.3,2317.1,0,i have been a customer with this dsl internet provider for 44 months now and i have been satisfied with the service overall the monthly charges of 54 3 are reasonable and the payment method of electronic check is convenient for me the internet service has been reliable and i have not experienced any issues that would make me want to switch providers overall i am happy with my experience and would recommend this provider to others
2385,1,0,0,0,41,1,2,0,0,0,2,0,0,0,0,1,0,55.7,2237.55,0,i have been a customer with this dsl internet provider for 41 months now on a month to month contract i have never experienced any issues with their service and have never had the need to churn the monthly charges of 55 7 are reasonable for the internet speeds i receive the automatic bank transfer payment method is convenient and hassle free overall i am satisfied with my experience as a customer
5700,1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,2,103.95,5231.3,0,i have been a loyal customer with this company for 50 months now and have been very satisfied with the service the fiber optic internet service has been reliable and fast and i have had no issues with the connection the monthly charges are reasonable at 103 95 and i appreciate being able to pay with an electronic check overall i have had a positive experience and would recommend this company to others
3358,1,0,1,0,47,1,2,1,2,0,2,2,2,2,1,1,1,110.85,5275.8,1,i have been a customer with this company for almost four years now and i have been generally satisfied with the service the fiber optic internet service has been reliable and fast which is important to me as i work from home the automatic credit card payment method is convenient and hassle free however i recently decided to cancel my service as i found a better deal with another provider the monthly charges of 110 85 were becoming too expensive for me especially since i was able to find a similar service for a lower price elsewhere overall i would recommend this company for their reliable service and convenient payment options but i would also suggest that they consider offering more competitive pricing to retain long term customers like myself
132,1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,20.15,165.5,0,i have been a customer for 8 months now and have had a positive experience so far the monthly charges are affordable at 20 15 and i appreciate being able to pay by mailing a check although i do not have internet service with this provider i have not experienced any issues with the services i do have overall i am satisfied with my two year contract and have no plans to churn in the near future
5339,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,20.05,358.5,0,i have been a customer with this company for 18 months now on a month to month contract i do not have internet service with them so my monthly charges are 20 05 i typically pay by mailing a check overall i have been satisfied with the service provided the billing process has been smooth and i have not experienced any issues with my account i appreciate the affordable monthly charges and the flexibility of a month to month contract i have not had any reason to consider switching providers and am happy to continue my service with this company
3314,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,91.95,6614.9,0,i have been a customer with this dsl internet service provider for 6 years now and i have been satisfied with the service overall the monthly charges of 91 95 are reasonable for the quality of internet i receive the automatic credit card payment method makes it convenient for me to pay my bill on time every month i have not experienced any issues with the service and have not had any reason to consider switching providers overall i am happy with the service and would recommend it to others
1982,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80.5,80.5,1,i recently switched to this service provider for their fiber optic internet service and was initially impressed with the speed and reliability however after only one month of service i experienced consistent outages and slow speeds the customer service was not very helpful in resolving the issues and i ultimately decided to cancel my contract the monthly charges were reasonable at 80 5 but unfortunately the service did not meet my expectations i would not recommend this provider to others based on my experience
6013,0,1,0,0,42,1,2,0,0,0,2,0,0,0,0,0,2,55.65,2421.75,0,i have been a customer with this dsl internet service provider for 42 months now and i am very satisfied with the service the monthly charges of 55 65 are reasonable for the quality of the service i receive i appreciate the convenience of being able to pay with an electronic check each month overall i have had no issues with the service and i am happy to continue with the month to month contract
297,0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,74.7,1294.6,0,i have been with this fiber optic internet service provider for 18 months now on a month to month contract i have never experienced any issues with my service and have never had any reason to consider switching providers the monthly charges are reasonable at 74 7 and i appreciate the convenience of paying with electronic check overall i am satisfied with the service and would recommend it to others
4059,0,0,0,1,13,1,2,1,0,2,2,0,2,2,1,1,1,104.15,1299.1,0,i have been a customer with this fiber optic internet service provider for 13 months now and i have been extremely satisfied with the service the speed and reliability of the internet connection have been excellent and i have not experienced any issues with downtime or slow speeds the automatic credit card payment method has made it convenient for me to pay my monthly bill without any hassle although the monthly charges of 104 15 may seem a bit high i believe it is worth it for the quality of service that i am receiving overall i have no complaints and would highly recommend this provider to others
1983,0,0,1,1,68,1,2,1,0,2,0,2,0,0,1,1,0,83.65,5733.4,0,i have been a loyal customer with this company for 68 months now and i have been extremely satisfied with the service provided the fiber optic internet service has been reliable and fast allowing me to stream videos and work from home without any interruptions the automatic bank transfer for payment has made it convenient for me to never miss a payment the monthly charges of 83 65 are reasonable for the quality of service i receive overall i have had a great experience and have no plans to churn anytime soon
5769,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,305.55,1,i recently decided to switch internet providers after being with this company for 4 months the fiber optic internet service was fast and reliable but i ultimately chose to churn due to the high monthly charges of 72 2 the automatic bank transfer payment method was convenient but i found a better deal with another provider overall i was satisfied with the service but had to make a decision based on cost
2083,1,0,0,0,69,1,2,1,2,2,2,0,2,2,2,1,1,110.05,7430.75,0,i have been a customer with this company for over 5 years now and i have been extremely satisfied with the service the fiber optic internet service has been fast and reliable and the automatic credit card payment method makes it convenient for me to pay my monthly bill on time the monthly charges are reasonable for the quality of service that i receive i have no complaints and have no plans to churn anytime soon keep up the good work
1089,1,0,0,0,17,1,0,0,0,0,0,2,0,0,0,0,3,51.5,900.5,1,i recently decided to switch internet providers after being with this company for 17 months the monthly charges were reasonable at 51 5 but i found the dsl internet service to be unreliable and slow at times additionally having to mail a check for payment was inconvenient compared to other payment methods available with other providers overall i was not satisfied with the service and decided to move on to a different provider
42,1,0,1,1,25,1,2,2,1,1,1,1,1,1,2,0,1,25.5,630.6,0,i have been a customer with this company for 25 months now and i have been very satisfied with the service the monthly charges are reasonable at 25 5 and i appreciate the convenience of automatic credit card payments even though i do not have internet service with this company i have had no issues with my service and do not plan on churning anytime soon overall i am happy with my experience as a customer
1973,1,1,0,0,43,1,0,1,0,0,0,0,2,2,0,1,3,89.55,3856.75,1,i have been a customer of this company for over three and a half years and i have been generally satisfied with the service the fiber optic internet service has been reliable and fast which is important to me as i work from home however i recently decided to churn because i found a better deal with another provider the monthly charges of 89 55 were a bit high for me especially since i am on a month to month contract i also found it inconvenient to have to mail a check for payment each month overall i had a positive experience with the internet service itself but the pricing and payment method were factors in my decision to switch providers
5211,0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1222.65,0,i have been a customer for 59 months and have been very satisfied with the service the automatic credit card payment method is convenient and hassle free the monthly charges are reasonable at 19 5 for a two year contract however i do wish there was an option for internet service as well overall i have no complaints and would recommend this service to others
4577,0,1,0,0,5,1,0,1,2,2,0,0,0,0,0,0,2,80.7,374.8,0,i have been a customer with this fiber optic internet service provider for 5 months now on a month to month contract i have been consistently pleased with the service and have experienced no issues with connectivity or speed the monthly charge of 80 7 is reasonable for the quality of service i am receiving i appreciate the convenience of paying with an electronic check overall i am satisfied with my experience and have no plans to switch providers
6038,1,0,1,1,21,1,2,0,2,2,0,2,2,0,1,0,3,77.5,1625.0,1,i recently decided to switch internet providers after being with this company for 21 months the monthly charges of 77 5 for dsl internet seemed a bit high compared to other options available in my area additionally having to mail a check for payment was inconvenient and outdated overall i felt like i could find a better deal and more convenient payment options with another provider
744,0,0,1,1,69,1,2,1,2,2,2,2,2,0,1,1,1,105.1,7234.8,0,i have been a customer with this company for almost 6 years now and i have been very satisfied with their service the fiber optic internet has been reliable and fast and the automatic credit card payments make it convenient for me to pay my monthly bill the monthly charges are reasonable at 105 1 and i have had no issues with any unexpected charges overall i am happy with my experience and have no plans to switch providers
2129,1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,25.15,331.85,0,i have been a customer with this dsl internet provider for 13 months now on a month to month contract i have been satisfied with the service overall the monthly charges of 25 15 are reasonable for the speed and reliability of the internet connection i receive i appreciate the convenience of automatic bank transfer for payment i have not experienced any issues with churn and plan to continue using this service in the future
5341,1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,95.25,3959.35,1,i have been a customer with this company for 42 months and i have been satisfied with the fiber optic internet service that they provide the automatic bank transfer for payment has been convenient for me however i recently decided to switch to another provider due to their cheaper monthly charges i would recommend this company to others who are looking for reliable internet service but suggest that they review their pricing options to stay competitive in the market
1570,1,0,1,0,52,1,2,1,0,2,0,2,0,2,0,1,1,95.65,5088.4,0,i have been a loyal customer for over 4 years now and i have been extremely satisfied with the fiber optic internet service provided by this company the automatic credit card payment option makes it convenient for me to pay my monthly bill on time without any hassle the monthly charges are reasonable for the quality of service i receive i have never experienced any issues with connectivity or speed and i appreciate the consistency of the service overall i am very happy with my experience as a customer and would highly recommend this company to others
4811,1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,2,85.0,3969.4,1,i have been a customer with this company for almost 4 years on a month to month contract with fiber optic internet service i recently decided to cancel my service due to finding a better deal with another provider the monthly charges of 85 were reasonable for the quality of service i received i appreciated being able to pay with electronic check as it was convenient and easy to manage overall i had a positive experience with this company and would recommend their services to others
621,1,0,1,0,61,1,2,0,2,2,2,2,0,2,2,1,0,80.8,4860.85,0,i have been a customer with this dsl internet provider for 61 months now and i have been very satisfied with their service the automatic bank transfer payment method makes it easy for me to pay my monthly bill and i have never experienced any issues with billing or service interruptions the 80 8 monthly charge is fair for the reliable internet connection i receive overall i have no complaints and would recommend this provider to others
2388,1,0,0,0,29,0,1,0,0,0,0,0,0,0,1,1,3,24.85,788.05,0,i have been a customer with this dsl internet service provider for almost 2 and a half years now and i have been very satisfied with the service the monthly charges are very reasonable at 24 85 and i appreciate being able to pay by mailing in a check the connection has been reliable and i have not experienced any issues with downtime overall i am happy with the service and do not have any plans to switch providers
706,0,0,0,1,25,1,0,0,0,2,0,2,0,0,1,1,1,54.75,1266.35,0,i have been a customer with this company for 25 months now and i have been very satisfied with the dsl internet service they provide the monthly charges of 54 75 are reasonable and i appreciate the convenience of the automatic credit card payment method i have not experienced any issues with my service and have not felt the need to switch providers overall i am happy with the service and would recommend it to others
3095,0,0,1,1,5,1,0,1,0,0,0,2,2,0,0,1,2,85.75,470.95,1,i recently decided to switch internet providers after being with this company for 5 months the monthly charges were reasonable at 85 75 for fiber optic service and the payment method of electronic check was convenient however i ultimately decided to churn because i found a better deal with another provider overall my experience with this company was satisfactory but i felt like i could get a better value elsewhere
4632,1,0,0,0,15,0,1,0,0,0,2,0,2,2,1,0,2,50.75,688.2,0,i have been a customer with this company for 15 months now and i am very satisfied with the service they provide the monthly charges are reasonable at 50 75 and i appreciate the convenience of being able to pay with electronic check the dsl internet service has been reliable and i have not experienced any issues with connectivity overall i have had a positive experience with this company and would recommend them to others
6358,0,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.15,387.7,0,i have been a customer with this company for 19 months now and have been satisfied with the service overall i appreciate the affordable monthly charges of 20 15 and the option to pay via mailed check however i do not use the internet service provided by this company so i cannot comment on that aspect overall i have had no issues with the service and have not experienced any reason to churn
4777,1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,3,20.05,845.25,0,i have been a customer with this company for 44 months now and i have been quite satisfied with the service the monthly charges are very reasonable at 20 05 and i appreciate the option to pay by mailed check although i do not have internet service with this company i have not experienced any issues with my current services overall i am pleased with my experience and have no complaints
1675,0,1,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,98.25,560.6,1,i recently canceled my service with this company after being a customer for 6 months i had a month to month contract with monthly charges of 98 25 for fiber optic internet service i found the service to be reliable and fast but ultimately decided to switch providers for a better deal the payment method of electronic check was convenient and easy to use overall i had a positive experience with the service but chose to go with a different option for cost reasons
5098,1,0,1,1,58,1,2,0,2,2,2,2,0,0,2,0,1,71.6,4230.25,0,i have been a customer with this dsl internet service provider for over four and a half years now and have been satisfied with the service overall the monthly charges are reasonable at 71 6 and i appreciate the convenience of automatic credit card payments the internet connection has been reliable and i have not experienced any issues with downtime overall i am happy with my experience and have no plans to switch providers
1100,1,0,1,1,62,1,0,1,2,2,0,0,0,0,1,1,1,81.45,4983.05,0,i have been a customer with this company for over five years and i have been extremely satisfied with the service the fiber optic internet has been fast and reliable and i have never experienced any issues with my connection the automatic payment method with my credit card has made it convenient for me to pay my monthly bill without any hassle the monthly charges of 81 45 are reasonable for the quality of service that i receive overall i am very happy with my experience and do not have any plans to switch providers
6240,0,0,1,1,70,0,1,0,0,2,2,2,2,2,1,1,0,58.4,4113.15,0,i have been a loyal customer with this company for over 5 years now and have been satisfied with the dsl internet service provided the monthly charges are reasonable at 58 4 and i appreciate the convenience of automatic bank transfer for payment i have had no issues with the service or billing and i have no intentions of churning anytime soon overall i am a happy customer and would recommend this company to others
1035,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.7,25.7,1,i recently signed up for dsl internet service with this provider on a month to month contract unfortunately after just one month i decided to cancel due to slow and unreliable internet speeds the monthly charges of 25 7 were reasonable but the service did not meet my expectations i also found the payment method of mailing a check to be inconvenient in this digital age overall i was not satisfied with the internet service and have since switched to a different provider
4563,1,0,1,1,10,0,1,0,2,2,2,2,0,2,2,0,1,53.7,521.0,0,i have been a customer with this dsl provider for 10 months now and i have no plans of churning anytime soon the monthly charges of 53 7 are reasonable for the service i receive i appreciate the convenience of automatic credit card payments for my two year contract overall i am satisfied with the internet service provided and would recommend it to others
28,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,0,19.6,471.85,0,i have been a customer with this company for over two years now and i have been very satisfied with the service the automatic bank transfer payment method has been very convenient for me and i have never experienced any issues with billing even though i do not have internet service with this company i have found the 19 6 monthly charges for other services to be very reasonable overall i am happy with my experience and have no plans to churn in the near future
81,1,0,0,0,66,1,2,1,0,2,0,0,0,2,0,0,1,89.4,5976.9,0,i have been a customer with this company for 66 months now and have been on a month to month contract with them i am really impressed with their fiber optic internet service as it has been fast and reliable the monthly charges of 89 4 are reasonable for the quality of service i am receiving i appreciate the convenience of automatic credit card payments which make it easy to manage my bill overall i have had a positive experience with this company and have no plans to churn
1760,0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,2,69.0,506.9,1,i recently cancelled my service after being a customer for 7 months while the fiber optic internet was fast and reliable i found the monthly charges to be on the higher side at 69 0 additionally i preferred to have a more flexible contract type rather than being locked into a month to month agreement the electronic check payment method was convenient and easy to use overall i had a decent experience with the service but ultimately decided to switch providers for better pricing and contract options
1601,1,0,1,1,51,1,2,1,0,2,0,2,0,0,1,0,0,84.2,4299.75,0,i have been a customer with this company for over four years now and i have been extremely satisfied with the service provided the fiber optic internet service is fast and reliable and i have never experienced any issues with connectivity the automatic bank transfer payment method makes it convenient for me to pay my monthly bill without any hassle the monthly charges of 84 2 are reasonable for the quality of service i receive i have never had any reason to consider churning and i plan on continuing to be a loyal customer in the future
1003,1,0,1,1,72,1,2,1,2,2,2,2,2,0,2,1,1,106.1,7548.6,0,i have been a customer with this company for 6 years now and have been extremely satisfied with the service i have received the fiber optic internet service has been reliable and fast allowing me to easily stream videos and work from home without any interruptions the automatic credit card payment method has made it convenient for me to never miss a payment the monthly charges of 106 1 are reasonable for the quality of service i am receiving overall i have had a positive experience with this company and would highly recommend it to others
1424,1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1654.75,0,i have been a customer with this company for over five years now and i have been satisfied with the service the monthly charges are affordable and the two year contract has been convenient for budgeting i do not use internet service so i cannot comment on that aspect but overall i have had no issues with the service i prefer to pay by mailed check and have had no problems with this payment method overall i would recommend this company to others looking for reliable and affordable services
1963,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,46.05,80.35,1,i recently signed up for the dsl internet service with this provider about 2 months ago on a month to month contract the monthly charges of 46 05 were reasonable and i set up automatic bank transfers for payment convenience however i have decided to churn and switch to a different provider due to slow and unreliable internet connection i was hoping for better service quality and speed for the price i was paying overall the experience was not satisfactory and i will be looking for a more reliable internet service provider
6066,1,0,0,1,70,1,2,0,2,2,0,2,0,0,1,0,0,64.95,4551.5,0,i have been a loyal customer for 70 months now and have been satisfied with the dsl internet service provided by this company the monthly charges of 64 95 are reasonable for the service i receive i appreciate the convenience of automatic bank transfers for payment overall i have had no issues with the service and do not plan on switching providers in the near future
4707,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,1,1,85.45,6227.5,0,i have been a loyal customer of this company for 6 years now and i am very satisfied with the service they provide the monthly charges are reasonable at 85 45 and i appreciate the convenience of automatic payments with my credit card the dsl internet service has been reliable and meets my needs i have had no issues with churn and overall i am happy with my experience as a customer
